AGO,5.589000702,1464170000000.0,20213000.0,116.454,,
DZA,5.317194462,6361200000000.0,37495000.0,155.048,11.0,
EGY,4.174158573,596890000000.0,82500000.0,251.691,12.313,
BGD,4.985649109,6007350000000.0,154695000.0,170.066,,
QAT,6.591604233,341120000000.0,1837000.0,238.074,,
NAM,-1.0,46943000000.0,2156000.0,218.366,,
BGR,3.875382423,53233000000.0,7282000.0,144.583,12.379,
BOL,5.778874397,36046000000.0,10831000.0,136.118,6.426,
GHA,5.608199596,30099000000.0,24926000.0,569.202,,
PAK,5.267186165,9521680000000.0,178910000.0,162.568,6.454,
PAN,7.24808073,25787000000.0,3655000.0,164.434,4.183,
JOR,5.539327621,10515000000.0,6397000.0,135.997,12.2,
LBR,-1.0,820000000.0,3977000.0,299.511,,
LBY,-1.0,36916000000.0,6032000.0,159.585,,
MYS,5.786367416,751470000000.0,29337000.0,104.908,3.025,
TZA,4.073562145,19155770000000.0,44929000.0,248.184,,
BWA,3.519921064,73560000000.0,2055000.0000000002,264.963,,
KHM,4.161225319,34973730000000.004,15254000.0,148.042,,
PRY,5.677080631,23637330000000.0,6677000.0,126.683,5.8,
SAU,6.699789524,1225890000000.0,29196000.0,122.4,5.4,
LBN,5.187571526,45839440000000.0,4425000.0,128.248,,
SVN,6.035964012,23749000000.0,2055000.0000000002,120.342,8.892,
BFA,4.785367489,3847370000000.0,16500000.0,106.964,,
CHE,-1.0,547623000000.00006,7955000.0,99.266,2.905,
MRT,4.784804344,407400000000.0,3628000.0,147.327,,
HRV,5.385372639,267172000000.00003,4281000.0,105.765,16.062,
CHL,6.526334763,109498440000000.0,17403000.0,98.106,6.432,
CHN,5.037207603,16639210000000.0,1354040000.0,268.104,4.1,
JAM,5.374446392,731007000000.0,2769000.0,349.238,13.925,
GIN,4.044569492,8653870000000.001,10854000.0,988.066,,
FIN,7.354225159,159772000000.0,5427000.0,117.77,7.742,
URY,6.554047108,623114000000.0,3381000.0,113.701,6.03,
THA,6.663609028,4898190000000.0,67892000.0,103.018,0.675,
NPL,3.809444666,670735000000.0,27474000.0,165.425,,
MAR,5.084972858,684691000000.0,32522000.0,110.485,8.988,
YEM,3.746255636,348529000000.0,25884000.0,370.716,,
PHL,4.993956566,6311670000000.0,95800000.0,130.133,7.025,
ZAF,4.930511475,1956440000000.0,52275000.0,198.334,24.875,
NIC,5.385705471,146451000000.0,6062000.0,161.108,5.913,
ROU,5.02275753,337944000000.0,21336000.0,109.328,7.038,
SYR,4.037889481,-1.0,-1.0,-1.0,-1.0,
MLT,6.154718399,5642000000.0,417000.0,118.908,6.408,
KAZ,5.735662937,16269510000000.0,16912000.0,258.898,5.292,
SUR,-1.0,9945000000.0,542000.0,318.035,8.5,
BEN,3.870279551,2683820000000.0,10051000.0,112.504,,
NGA,-1.0,12652090000000.0,164752000.0,135.483,-1.0,
BEL,7.111363888,368755000000.0,11095000.0,118.16,7.65,
TGO,2.936220884,1267190000000.0,6643000.0,113.078,,
DEU,6.621312141,2473140000000.0,80524000.0,113.5,5.458,
LKA,4.180569172,3045140000000.0,20658000.0,162.892,4.0,
GBR,6.869248867,1505990000000.0,63705000.0,122.983,7.95,
MWI,3.946062565,683068000000.0,16632000.000000002,403.357,,
CRI,7.228888512,2394350000000.0,4652000.0,153.434,7.769,
CMR,4.433885098,10001180000000.0,21458000.0,227.357,,
NER,4.555829525,2273570000000.0,16102000.0,133.027,,
HUN,4.917602539,21742740000000.0,9932000.0,142.831,10.924,
TKM,5.791754723,37300000000.0,5614000.0,347.265,,
TTO,6.518745899,87811000000.0,1337000.0,226.254,4.8,
NLD,7.563797951,547538000000.0,16754000.000000002,113.336,5.283,
Country_code,-1.0,,,,,
TCD,4.393482208,4842750000000.0,10740000.0,128.125,,
GEO,4.203030586,12521000000.0,4498000.0,261.322,15.034,
MNE,5.223116875,2472000000.0,622000.0,424.726,,
BLZ,-1.0,2615000000.0,343000.0,132.097,16.1,
MMR,-1.0,45311180000000.0,63659000.0,1719.65,4.02,
AFG,3.83171916,440336000000.0,29825000.0,109.822,,
BDI,3.705894232,1633430000000.0,8775000.0,1141.0,,
BLR,5.225307941,158996500000000.0,9465000.0,395.503,0.6,
GRC,5.372039795,167436000000.0,11123000.0,122.928,24.238,
ZWE,4.845641613,11241000000.0,12974000.0,60.258,,
RWA,4.097435951,2733670000000.0,10422000.0,116.525,,
TJK,4.262671471,185000000.0,7964000.0,1019.91,,
PSE,4.751219749,,,,,
IND,4.634871483,58998500000000.0,1227190000.0,219.067,,
IRL,7.006904125,162855000000.0,4585000.0,108.683,14.672,
BTN,-1.0,50458000000.0,743000.0,956.011,3.2,
VNM,5.767344475,2412778380000000.0,88762000.0,216.396,4.468,
NOR,-1.0,2828750000000.0,5038000.0,131.35,3.221,
CZE,6.331490993,3584920000000.0,10505000.0,121.0,6.978,
HND,4.961031437,172369000000.0,7936000.0,247.377,4.4,
MUS,5.477073193,193307000000.0,1296000.0,194.439,8.0,
DOM,5.396535397,400658000000.0,10231000.0,385.398,6.445,
LUX,7.101400375,33287999999.999996,532000.0,120.71,6.067,
ISR,7.433147907,936209000000.0,7701000.0,100.024,6.85,
PER,5.892457485,238590000000.0,30474000.0,108.787,6.798,
IDN,5.172608376,2618938400000000.0,244468000.0,99.999,6.14,
COD,4.516963959,8501360000000.001,74749000.0,2710.24,,
COG,4.509824276,1483420000000.0,4091999.9999999995,128.583,,
ISL,-1.0,882984000000.0,320000.0,222.608,5.771,
ETH,-1.0,506533000000.0,86768000.0,472.055,,
COM,3.838485956,138886000000.0,694000.0,170.77,,
COL,6.463952541,471892000000000.0,46598000.0,111.222,10.383,
PRT,5.219997883,155726000000.0,10602000.0,115.854,15.653,
MDA,5.792262554,9992000000.0,3560000.0,37734.79,5.6,
MDG,4.381415367,7131260000000.0,22408000.0,306.795,,
ECU,5.795088291,64010000000.00001,15521000.0,139.79,4.928,
SEN,3.834201574,5259680000000.0,13722000.0,104.366,,
SRB,4.815186501,2882480000000.0,7199000.0,164.543,23.1,
FRA,6.959185123,1808820000000.0,63379000.0,113.749,10.242,
LTU,5.43243742,83879000000.0,2988000.0,138.142,13.365,
UGA,4.826001167,22838450000000.0,35648000.0,196.436,,
ZMB,4.99911356,20027000000.0,14075000.0,122.7,,
TWN,6.308915138,15029860000000.0,23316000.0,101.933,4.24,
GTM,5.743353844,214093000000.0,15105000.0,108.173,,
DNK,7.78823185,1551030000000.0,5581000.0,128.842,7.533,
UKR,5.083132744,688280000000.0,45453000.0,33869414.08,7.529,
